EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 13-11-2019
THESE DATA CAN BE USED FOR NON-COMMERCIAL RESEARCH AND EDUCATION PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://www.ecad.eu

01-05 STAID       : Station identifier
07-46 STATIONNAME : Station Name
48-87 COUNTRYNAME : Country Name
89-97 LAT         : Latitude in degrees:minutes:seconds (+:North, -:South)
99-109 LON        : Longitude in degrees:minutes:seconds (+:East, -:West)
111-115 HGT       : Station elevation in meters 

STAID,STATIONNAME                             ,COUNTRYNAME                             ,LAT      ,LON       ,HGT
11762,MESPELBRUNN                             ,GERMANY                                 ,+49:55:18,+009:17:12,  30
11763,NEUHAUS                                 ,GERMANY                                 ,+50:30:00,+011:09:00,  82
11764,OBERHOF                                 ,GERMANY                                 ,+50:42:01,+010:43:32,  81
11765,OLBERSDORF                              ,GERMANY                                 ,+50:51:51,+014:45:46,  31
11766,OSTERBURG                               ,GERMANY                                 ,+52:43:00,+011:43:59,   3
11768,SANKT MICHAELISDONN                     ,GERMANY                                 ,+53:59:16,+009:06:45,   0
11769,SCHNARRTANNE-VOGELSGRUEN                ,GERMANY                                 ,+50:30:00,+012:27:00,  71
11770,SCHWARZE PUMPE                          ,GERMANY                                 ,+51:31:00,+014:21:00,  12
11771,SCHWARZENBERG                           ,GERMANY                                 ,+50:33:03,+012:46:04,  42
11772,BAD SUDERODE                            ,GERMANY                                 ,+51:43:59,+011:07:00,  24
11773,TORGAU                                  ,GERMANY                                 ,+51:34:59,+013:00:00,   8
11774,WEISEN BEI WITTENBERGE                  ,GERMANY                                 ,+53:01:59,+011:48:00,   2
11775,AULENDORF-HASLACH                       ,GERMANY                                 ,+47:57:55,+009:40:49,  57
11776,NEUGLOBSOW (HM)                         ,GERMANY                                 ,+53:08:31,+013:01:54,   6
11778,BALINGEN-BRONNHAUPTEN                   ,GERMANY                                 ,+48:15:50,+008:48:47,  62
11779,SCHAUENBURG-ELGERSHAUSEN                ,GERMANY                                 ,+51:16:59,+009:21:32,  32
11780,ULM-MAEHRINGEN                          ,GERMANY                                 ,+48:26:30,+009:55:17,  59
11781,HAMBURG (DEUTSCHE SEEWARTE)             ,GERMANY                                 ,+53:32:48,+009:58:17,   3
11782,KAUFBEUREN-OBERBEUREN                   ,GERMANY                                 ,+47:52:32,+010:35:04,  82
11783,FRONBERG (SCHWANDORF)                   ,GERMANY                                 ,+49:20:26,+012:07:58,  37
11784,PIRMASENS (KLAERANLAGE)                 ,GERMANY                                 ,+49:12:42,+007:35:17,  28
16319,MONT-ROIG DEL CAMP                      ,SPAIN                                   ,+41:01:08,+000:56:00,  42
16320,TIRVIA                                  ,SPAIN                                   ,+42:31:04,+001:14:27, 954
16321,PUJALT                                  ,SPAIN                                   ,+41:42:57,+001:25:22, 747
16488,CARLOFORTE                              ,ITALY                                   ,+39:08:13,+008:18:42,  18
16617,LLEIDA - LA FEMOSA                      ,SPAIN                                   ,+41:35:04,+000:19:14, 170
16618,CENTA                                   ,ITALY                                   ,+45:58:12,+011:14:02, 815
16619,PONTARSO                                ,ITALY                                   ,+46:06:56,+011:29:39, 925
16624,LAVARONE                                ,ITALY                                   ,+45:56:22,+011:15:14,1155
16650,FOLGARIA                                ,ITALY                                   ,+45:54:50,+011:10:17,1140
16653,AIROLE                                  ,ITALY                                   ,+43:52:23,+007:32:40, 208
16659,ROVEGNO                                 ,ITALY                                   ,+44:34:32,+009:16:57, 686
16662,STATALE                                 ,ITALY                                   ,+44:20:51,+009:28:55, 583
16702,LANGHIRANO                              ,ITALY                                   ,+44:36:14,+010:15:38, 269
16736,SALSOMAGGIORE                           ,ITALY                                   ,+44:49:08,+009:59:27, 161
16773,CORTONA                                 ,ITALY                                   ,+43:16:08,+011:59:47, 485
16775,AREZZO                                  ,ITALY                                   ,+43:28:17,+011:53:34, 291
16796,S. MINIATO (CIMITERO)                   ,ITALY                                   ,+43:41:02,+010:49:53,  42
16811,PONTEDERA                               ,ITALY                                   ,+43:39:55,+010:37:51,  17
16836,LUCCA                                   ,ITALY                                   ,+43:50:35,+010:30:18,  17
16862,S. ANGELO IN VADO                       ,ITALY                                   ,+43:40:00,+012:24:36, 405
16865,URBINO                                  ,ITALY                                   ,+43:43:23,+012:38:12, 366
16867,PERGOLA                                 ,ITALY                                   ,+43:34:06,+012:50:38, 258
16868,FONTE AVELLANA                          ,ITALY                                   ,+43:28:14,+012:43:35, 740
16869,JESI                                    ,ITALY                                   ,+43:31:54,+013:13:46, 118
16875,ARCEVIA                                 ,ITALY                                   ,+43:29:49,+012:56:12, 538
16878,CAMERINO                                ,ITALY                                   ,+43:08:24,+013:04:04, 582
16882,MONTEMONACO                             ,ITALY                                   ,+42:53:57,+013:19:32, 886
16885,FOSSOMBRONE                             ,ITALY                                   ,+43:41:39,+012:47:53, 353
16886,METAURILIA                              ,ITALY                                   ,+43:49:33,+013:03:12,   2
16889,SERVIGLIANO                             ,ITALY                                   ,+43:05:08,+013:29:52, 195
16892,BRECCIAROLO                             ,ITALY                                   ,+42:51:07,+013:39:05, 132
16899,FABRIANO CENTRO                         ,ITALY                                   ,+43:19:48,+012:54:14, 361
16902,CINGOLI                                 ,ITALY                                   ,+43:21:43,+013:11:31, 724
16903,MACERATA MONTALBANO                     ,ITALY                                   ,+43:17:31,+013:25:06, 266
16912,ROMA MACAO                              ,ITALY                                   ,+41:54:14,+012:30:24,  56
16917,CIVITAVECCHIA                           ,ITALY                                   ,+42:05:48,+011:47:07,   7
16919,LEONESSA                                ,ITALY                                   ,+42:34:41,+012:57:11, 929
16920,POSTICCIOLA                             ,ITALY                                   ,+42:13:59,+012:56:30, 626
16921,POGGIO MIRTETO                          ,ITALY                                   ,+42:16:12,+012:41:43, 353
16923,LATINA                                  ,ITALY                                   ,+41:28:17,+012:54:20,  17
16926,COLLEGIO ROMANO                         ,ITALY                                   ,+41:53:53,+012:28:50,  19
16933,ROMA MONTE MARIO                        ,ITALY                                   ,+41:56:08,+012:26:08, 111
16937,MONTE TERMINILLO                        ,ITALY                                   ,+42:27:20,+012:59:34,1594
16946,MACCARESE RLAZIO                        ,ITALY                                   ,+41:49:03,+012:13:09,   1
16949,DOMANICO                                ,ITALY                                   ,+39:12:59,+016:12:27, 749
16950,COSENZA                                 ,ITALY                                   ,+39:17:12,+016:15:55, 269
16951,SAN PIETRO IN GUARANO                   ,ITALY                                   ,+39:20:44,+016:18:47, 766
16952,MONTALTO UFFUGO                         ,ITALY                                   ,+39:24:02,+016:07:50, 436
16953,CECITA                                  ,ITALY                                   ,+39:23:58,+016:32:16,1173
16954,ACRI                                    ,ITALY                                   ,+39:28:57,+016:23:35, 746
16955,TORANO SCALO                            ,ITALY                                   ,+39:29:38,+016:12:36,  93
16956,TARSIA                                  ,ITALY                                   ,+39:37:00,+016:16:22, 203
16959,CASTROVILLARI                           ,ITALY                                   ,+39:45:56,+016:15:15, 199
16962,SAN SOSTI                               ,ITALY                                   ,+39:39:51,+016:01:41, 384
16971,CROPALATI                               ,ITALY                                   ,+39:30:56,+016:43:27, 321
16975,NOCELLE - ARVO                          ,ITALY                                   ,+39:14:35,+016:32:42,1307
16977,CERENZIA                                ,ITALY                                   ,+39:14:33,+016:46:59, 596
16978,CROTONE                                 ,ITALY                                   ,+39:05:12,+017:07:50,   1
16979,ISOLA DI CAPO RIZZUTO - CAMPOLONGO      ,ITALY                                   ,+38:56:35,+017:00:30, 151
16980,SAN MAURO MARCHESATO                    ,ITALY                                   ,+39:06:15,+016:55:44, 212
16981,BOTRICELLO                              ,ITALY                                   ,+38:56:29,+016:51:30,  32
16987,CATANZARO                               ,ITALY                                   ,+38:54:38,+016:35:08, 315
16992,PALERMITI                               ,ITALY                                   ,+38:44:57,+016:27:10, 525
16994,CHIARAVALLE CENTRALE                    ,ITALY                                   ,+38:40:17,+016:24:32, 551
16995,SOVERATO MARINA                         ,ITALY                                   ,+38:41:30,+016:32:39,  13
16996,SERRA SAN BRUNO                         ,ITALY                                   ,+38:33:55,+016:19:09, 926
16999,MONASTERACE - PUNTA STILO               ,ITALY                                   ,+38:27:11,+016:33:06,  64
17000,FABRIZIA                                ,ITALY                                   ,+38:29:08,+016:18:01, 880
17002,FABRIZIA - CASSARI                      ,ITALY                                   ,+38:26:30,+016:17:35, 999
17003,GIOIOSA IONICA                          ,ITALY                                   ,+38:18:02,+016:19:45,  18
17005,ANTONIMINA - CANOLO NUOVO               ,ITALY                                   ,+38:18:47,+016:07:36, 925
17006,ANTONIMINA                              ,ITALY                                   ,+38:15:33,+016:10:50, 126
17009,PLATI                                   ,ITALY                                   ,+38:13:18,+016:02:39, 329
17011,SANTAGATA DEL BIANCO                    ,ITALY                                   ,+38:06:02,+016:05:07, 310
17012,STAITI                                  ,ITALY                                   ,+37:59:58,+016:02:07, 369
